FILE                     	INSTRUME                 	DATE_OBS                 	XCEN                   	YCEN                   	FOVX                   	FOVY                  
eis_l0_20101216_132320        	EIS                           	2010-12-16 13:23:20           	898.180                       	279.600                       	179.712                       	160.000                       
eis_l0_20101216_131731        	EIS                           	2010-12-16 13:17:31           	898.258                       	279.677                       	179.712                       	160.000                       
eis_l0_20101216_131142        	EIS                           	2010-12-16 13:11:42           	898.258                       	279.600                       	179.712                       	160.000                       
eis_l0_20101216_130553        	EIS                           	2010-12-16 13:05:53           	898.103                       	279.677                       	179.712                       	160.000                       
eis_l0_20101216_130004        	EIS                           	2010-12-16 13:00:04           	898.180                       	279.754                       	179.712                       	160.000                       
eis_l0_20101216_125414        	EIS                           	2010-12-16 12:54:14           	898.180                       	279.677                       	179.712                       	160.000                       
eis_l0_20101216_124825        	EIS                           	2010-12-16 12:48:25           	898.258                       	279.600                       	179.712                       	160.000                       
eis_l0_20101216_124235        	EIS                           	2010-12-16 12:42:35           	898.258                       	279.600                       	179.712                       	160.000                       
eis_l0_20101216_123646        	EIS                           	2010-12-16 12:36:46           	898.180                       	279.754                       	179.712                       	160.000                       
eis_l0_20101216_123056        	EIS                           	2010-12-16 12:30:56           	898.180                       	279.600                       	179.712                       	160.000                       
eis_l0_20101216_122507        	EIS                           	2010-12-16 12:25:07           	898.258                       	279.677                       	179.712                       	160.000                       
eis_l0_20101216_121918        	EIS                           	2010-12-16 12:19:18           	898.180                       	279.600                       	179.712                       	160.000                       
eis_l0_20101216_121328        	EIS                           	2010-12-16 12:13:28           	898.258                       	279.754                       	179.712                       	160.000                       
eis_l0_20101216_120739        	EIS                           	2010-12-16 12:07:39           	898.258                       	279.445                       	179.712                       	160.000                       
eis_l0_20101216_120150        	EIS                           	2010-12-16 12:01:50           	898.103                       	279.600                       	179.712                       	160.000                       
eis_l0_20101216_115601        	EIS                           	2010-12-16 11:56:01           	898.180                       	279.600                       	179.712                       	160.000                       
eis_l0_20101216_115012        	EIS                           	2010-12-16 11:50:12           	898.258                       	279.445                       	179.712                       	160.000                       
eis_l0_20101216_114423        	EIS                           	2010-12-16 11:44:23           	898.180                       	279.600                       	179.712                       	160.000                       
eis_l0_20101216_113833        	EIS                           	2010-12-16 11:38:33           	898.335                       	279.523                       	179.712                       	160.000                       
eis_l0_20101216_113243        	EIS                           	2010-12-16 11:32:43           	898.258                       	279.523                       	179.712                       	160.000                       
eis_l0_20101216_112654        	EIS                           	2010-12-16 11:26:54           	898.180                       	279.677                       	179.712                       	160.000                       
eis_l0_20101216_112105        	EIS                           	2010-12-16 11:21:05           	898.180                       	279.677                       	179.712                       	160.000                       
eis_l0_20101216_111515        	EIS                           	2010-12-16 11:15:15           	898.258                       	279.600                       	179.712                       	160.000                       
eis_l0_20101216_110926        	EIS                           	2010-12-16 11:09:26           	898.258                       	279.677                       	179.712                       	160.000                       
eis_l0_20101216_110337        	EIS                           	2010-12-16 11:03:37           	898.258                       	279.600                       	179.712                       	160.000                       
eis_l0_20101216_105748        	EIS                           	2010-12-16 10:57:48           	898.103                       	279.677                       	179.712                       	160.000                       
eis_l0_20101216_105159        	EIS                           	2010-12-16 10:51:59           	898.180                       	279.600                       	179.712                       	160.000                       
eis_l0_20101216_104610        	EIS                           	2010-12-16 10:46:10           	898.180                       	279.677                       	179.712                       	160.000                       
eis_l0_20101216_104020        	EIS                           	2010-12-16 10:40:20           	898.180                       	279.600                       	179.712                       	160.000                       
eis_l0_20101216_103431        	EIS                           	2010-12-16 10:34:31           	898.258                       	279.600                       	179.712                       	160.000                       
eis_l0_20101216_102841        	EIS                           	2010-12-16 10:28:41           	898.180                       	279.677                       	179.712                       	160.000                       
eis_l0_20101216_102252        	EIS                           	2010-12-16 10:22:52           	898.180                       	279.600                       	179.712                       	160.000                       
eis_l0_20101216_101703        	EIS                           	2010-12-16 10:17:03           	898.180                       	279.600                       	179.712                       	160.000                       
eis_l0_20101216_101113        	EIS                           	2010-12-16 10:11:13           	898.258                       	279.600                       	179.712                       	160.000                       
eis_l0_20101216_100524        	EIS                           	2010-12-16 10:05:24           	898.180                       	279.523                       	179.712                       	160.000                       
eis_l0_20101216_095935        	EIS                           	2010-12-16 09:59:35           	898.258                       	279.600                       	179.712                       	160.000                       
eis_l0_20101216_095346        	EIS                           	2010-12-16 09:53:46           	898.258                       	279.677                       	179.712                       	160.000                       
eis_l0_20101216_094757        	EIS                           	2010-12-16 09:47:57           	898.258                       	279.600                       	179.712                       	160.000                       
eis_l0_20101215_180931        	EIS                           	2010-12-15 18:09:31           	-0.021                        	-0.500                        	1.000                         	256.000                       
eis_l0_20101215_180749        	EIS                           	2010-12-15 18:07:49           	-19.521                       	-0.577                        	40.000                        	256.000                       
eis_l0_20101215_161840        	EIS                           	2010-12-15 16:18:40           	-545.720                      	347.423                       	119.808                       	160.000                       
eis_l0_20101215_145437        	EIS                           	2010-12-15 14:54:37           	-556.529                      	347.114                       	59.904                        	368.000                       
eis_l0_20101215_144910        	EIS                           	2010-12-15 14:49:10           	-557.147                      	347.114                       	59.904                        	368.000                       
eis_l0_20101215_144344        	EIS                           	2010-12-15 14:43:44           	-557.765                      	347.037                       	59.904                        	368.000                       
eis_l0_20101215_143817        	EIS                           	2010-12-15 14:38:17           	-558.383                      	347.192                       	59.904                        	368.000                       
eis_l0_20101215_143250        	EIS                           	2010-12-15 14:32:50           	-559.001                      	347.114                       	59.904                        	368.000                       
eis_l0_20101215_142723        	EIS                           	2010-12-15 14:27:23           	-559.619                      	347.192                       	59.904                        	368.000                       
eis_l0_20101215_142156        	EIS                           	2010-12-15 14:21:56           	-560.314                      	347.114                       	59.904                        	368.000                       
eis_l0_20101215_141630        	EIS                           	2010-12-15 14:16:30           	-561.009                      	347.114                       	59.904                        	368.000                       
eis_l0_20101215_141103        	EIS                           	2010-12-15 14:11:03           	-561.627                      	347.192                       	59.904                        	368.000                       
eis_l0_20101215_140536        	EIS                           	2010-12-15 14:05:36           	-562.245                      	347.192                       	59.904                        	368.000                       
eis_l0_20101215_140009        	EIS                           	2010-12-15 14:00:09           	-562.863                      	347.037                       	59.904                        	368.000                       
eis_l0_20101215_135443        	EIS                           	2010-12-15 13:54:43           	-563.404                      	347.037                       	59.904                        	368.000                       
eis_l0_20101215_134916        	EIS                           	2010-12-15 13:49:16           	-564.176                      	347.037                       	59.904                        	368.000                       
eis_l0_20101215_134349        	EIS                           	2010-12-15 13:43:49           	-564.717                      	347.037                       	59.904                        	368.000                       
eis_l0_20101215_133822        	EIS                           	2010-12-15 13:38:22           	-565.335                      	347.114                       	59.904                        	368.000                       
eis_l0_20101215_133255        	EIS                           	2010-12-15 13:32:55           	-565.953                      	347.037                       	59.904                        	368.000                       
eis_l0_20101215_132729        	EIS                           	2010-12-15 13:27:29           	-566.494                      	346.883                       	59.904                        	368.000                       
eis_l0_20101215_132202        	EIS                           	2010-12-15 13:22:02           	-567.189                      	346.883                       	59.904                        	368.000                       
eis_l0_20101215_131635        	EIS                           	2010-12-15 13:16:35           	-567.807                      	346.883                       	59.904                        	368.000                       
eis_l0_20101215_131108        	EIS                           	2010-12-15 13:11:08           	-568.425                      	346.883                       	59.904                        	368.000                       
eis_l0_20101215_130542        	EIS                           	2010-12-15 13:05:42           	-569.120                      	346.883                       	59.904                        	368.000                       
eis_l0_20101215_130015        	EIS                           	2010-12-15 13:00:15           	-569.584                      	346.883                       	59.904                        	368.000                       
eis_l0_20101215_125448        	EIS                           	2010-12-15 12:54:48           	-570.279                      	346.883                       	59.904                        	368.000                       
eis_l0_20101215_124921        	EIS                           	2010-12-15 12:49:21           	-570.897                      	346.805                       	59.904                        	368.000                       
eis_l0_20101215_124354        	EIS                           	2010-12-15 12:43:54           	-571.515                      	346.883                       	59.904                        	368.000                       
eis_l0_20101215_123828        	EIS                           	2010-12-15 12:38:28           	-572.210                      	346.883                       	59.904                        	368.000                       
eis_l0_20101215_123301        	EIS                           	2010-12-15 12:33:01           	-572.751                      	346.805                       	59.904                        	368.000                       
eis_l0_20101215_122734        	EIS                           	2010-12-15 12:27:34           	-573.369                      	346.960                       	59.904                        	368.000                       
eis_l0_20101215_122207        	EIS                           	2010-12-15 12:22:07           	-573.987                      	346.651                       	59.904                        	368.000                       
eis_l0_20101215_121641        	EIS                           	2010-12-15 12:16:41           	-574.605                      	346.728                       	59.904                        	368.000                       
eis_l0_20101215_121114        	EIS                           	2010-12-15 12:11:14           	-575.300                      	346.805                       	59.904                        	368.000                       
eis_l0_20101215_120547        	EIS                           	2010-12-15 12:05:47           	-575.918                      	346.651                       	59.904                        	368.000                       
eis_l0_20101215_120020        	EIS                           	2010-12-15 12:00:20           	-576.536                      	346.651                       	59.904                        	368.000                       
eis_l0_20101215_115453        	EIS                           	2010-12-15 11:54:53           	-577.154                      	346.728                       	59.904                        	368.000                       
eis_l0_20101215_114927        	EIS                           	2010-12-15 11:49:27           	-577.695                      	346.651                       	59.904                        	368.000                       
eis_l0_20101215_114400        	EIS                           	2010-12-15 11:44:00           	-578.313                      	346.651                       	59.904                        	368.000                       
eis_l0_20101215_113834        	EIS                           	2010-12-15 11:38:34           	-578.931                      	346.574                       	59.904                        	368.000                       
eis_l0_20101215_113307        	EIS                           	2010-12-15 11:33:07           	-579.549                      	346.651                       	59.904                        	368.000                       
eis_l0_20101215_112740        	EIS                           	2010-12-15 11:27:40           	-580.244                      	346.728                       	59.904                        	368.000                       
eis_l0_20101215_112213        	EIS                           	2010-12-15 11:22:13           	-580.785                      	346.574                       	59.904                        	368.000                       
eis_l0_20101215_111647        	EIS                           	2010-12-15 11:16:47           	-581.403                      	346.651                       	59.904                        	368.000                       
eis_l0_20101215_091240        	EIS                           	2010-12-15 09:12:40           	-594.072                      	346.419                       	239.616                       	512.000                       
eis_l0_20101215_030212        	EIS                           	2010-12-15 03:02:12           	14.666                        	205.423                       	1.000                         	512.000                       
eis_l0_20101214_180355        	EIS                           	2010-12-14 18:03:55           	-0.098                        	-0.346                        	1.000                         	256.000                       
eis_l0_20101214_180214        	EIS                           	2010-12-14 18:02:14           	-19.598                       	-0.423                        	40.000                        	256.000                       
eis_l0_20101214_165205        	EIS                           	2010-12-14 16:52:05           	775.659                       	-484.147                      	479.232                       	488.000                       
eis_l0_20101214_161204        	EIS                           	2010-12-14 16:12:04           	998.628                       	-484.070                      	2.000                         	512.000                       
eis_l0_20101214_153213        	EIS                           	2010-12-14 15:32:13           	996.543                       	-484.070                      	2.000                         	512.000                       
eis_l0_20101214_145223        	EIS                           	2010-12-14 14:52:23           	994.380                       	-483.993                      	2.000                         	512.000                       
eis_l0_20101214_141231        	EIS                           	2010-12-14 14:12:31           	992.294                       	-484.070                      	2.000                         	512.000                       
eis_l0_20101214_133241        	EIS                           	2010-12-14 13:32:41           	990.208                       	-483.838                      	2.000                         	512.000                       
eis_l0_20101214_125249        	EIS                           	2010-12-14 12:52:49           	988.046                       	-483.993                      	2.000                         	512.000                       
eis_l0_20101214_121258        	EIS                           	2010-12-14 12:12:58           	985.883                       	-483.838                      	2.000                         	512.000                       
eis_l0_20101214_113308        	EIS                           	2010-12-14 11:33:08           	983.642                       	-483.838                      	2.000                         	512.000                       
eis_l0_20101214_105316        	EIS                           	2010-12-14 10:53:16           	981.325                       	-483.916                      	2.000                         	512.000                       
eis_l0_20101214_101325        	EIS                           	2010-12-14 10:13:25           	979.007                       	-483.761                      	2.000                         	512.000                       
eis_l0_20101214_101004        	EIS                           	2010-12-14 10:10:04           	753.952                       	-483.684                      	479.232                       	488.000                       
eis_l0_20101213_112634        	EIS                           	2010-12-13 11:26:34           	667.971                       	604.864                       	119.808                       	160.000                       
eis_l0_20101213_110012        	EIS                           	2010-12-13 11:00:12           	666.581                       	604.941                       	119.808                       	160.000                       
eis_l0_20101213_013110        	EIS                           	2010-12-13 01:31:10           	-9897.440                     	-9938.200                     	119.808                       	160.000                       
eis_l0_20101213_005925        	EIS                           	2010-12-13 00:59:25           	-9901.180                     	-9961.200                     	59.904                        	368.000                       
eis_l0_20101213_005358        	EIS                           	2010-12-13 00:53:58           	-9901.180                     	-9961.200                     	59.904                        	368.000                       
eis_l0_20101213_004832        	EIS                           	2010-12-13 00:48:32           	-9901.180                     	-9961.200                     	59.904                        	368.000                       
eis_l0_20101213_004305        	EIS                           	2010-12-13 00:43:05           	-9901.180                     	-9961.200                     	59.904                        	368.000                       
eis_l0_20101213_003738        	EIS                           	2010-12-13 00:37:38           	-9901.180                     	-9961.200                     	59.904                        	368.000                       
eis_l0_20101213_003211        	EIS                           	2010-12-13 00:32:11           	-9901.180                     	-9961.200                     	59.904                        	368.000                       
eis_l0_20101213_002644        	EIS                           	2010-12-13 00:26:44           	-9901.180                     	-9961.200                     	59.904                        	368.000                       
eis_l0_20101213_002118        	EIS                           	2010-12-13 00:21:18           	-9901.180                     	-9961.200                     	59.904                        	368.000                       
eis_l0_20101213_001551        	EIS                           	2010-12-13 00:15:51           	-9901.180                     	-9961.200                     	59.904                        	368.000                       
eis_l0_20101213_001024        	EIS                           	2010-12-13 00:10:24           	-9901.180                     	-9961.200                     	59.904                        	368.000                       
eis_l0_20101213_000457        	EIS                           	2010-12-13 00:04:57           	-9901.180                     	-9961.200                     	59.904                        	368.000                       
eis_l0_20101212_235931        	EIS                           	2010-12-12 23:59:31           	-9901.180                     	-9961.200                     	59.904                        	368.000                       
eis_l0_20101212_235404        	EIS                           	2010-12-12 23:54:04           	-9901.180                     	-9961.200                     	59.904                        	368.000                       
eis_l0_20101212_234837        	EIS                           	2010-12-12 23:48:37           	-9901.180                     	-9961.200                     	59.904                        	368.000                       
eis_l0_20101212_234310        	EIS                           	2010-12-12 23:43:10           	-9901.180                     	-9961.200                     	59.904                        	368.000                       
eis_l0_20101212_233743        	EIS                           	2010-12-12 23:37:43           	-9901.180                     	-9961.200                     	59.904                        	368.000                       
eis_l0_20101212_233217        	EIS                           	2010-12-12 23:32:17           	-9901.180                     	-9961.200                     	59.904                        	368.000                       
eis_l0_20101212_232650        	EIS                           	2010-12-12 23:26:50           	-9901.180                     	-9961.200                     	59.904                        	368.000                       
eis_l0_20101212_232123        	EIS                           	2010-12-12 23:21:23           	-9901.180                     	-9961.200                     	59.904                        	368.000                       
eis_l0_20101212_231556        	EIS                           	2010-12-12 23:15:56           	-9901.180                     	-9961.200                     	59.904                        	368.000                       
eis_l0_20101212_231030        	EIS                           	2010-12-12 23:10:30           	-9901.180                     	-9961.200                     	59.904                        	368.000                       
eis_l0_20101212_230503        	EIS                           	2010-12-12 23:05:03           	-9901.180                     	-9961.200                     	59.904                        	368.000                       
eis_l0_20101212_225936        	EIS                           	2010-12-12 22:59:36           	-9901.180                     	-9961.200                     	59.904                        	368.000                       
eis_l0_20101212_225409        	EIS                           	2010-12-12 22:54:09           	-9901.180                     	-9961.200                     	59.904                        	368.000                       
eis_l0_20101212_224843        	EIS                           	2010-12-12 22:48:43           	-9901.180                     	-9961.200                     	59.904                        	368.000                       
eis_l0_20101212_224316        	EIS                           	2010-12-12 22:43:16           	-9901.180                     	-9961.200                     	59.904                        	368.000                       
eis_l0_20101212_223749        	EIS                           	2010-12-12 22:37:49           	-9901.180                     	-9961.200                     	59.904                        	368.000                       
eis_l0_20101212_223222        	EIS                           	2010-12-12 22:32:22           	-9901.180                     	-9961.200                     	59.904                        	368.000                       
eis_l0_20101212_222656        	EIS                           	2010-12-12 22:26:56           	-9901.180                     	-9961.200                     	59.904                        	368.000                       
eis_l0_20101212_222129        	EIS                           	2010-12-12 22:21:29           	-9901.180                     	-9961.200                     	59.904                        	368.000                       
eis_l0_20101212_221602        	EIS                           	2010-12-12 22:16:02           	-9901.180                     	-9961.200                     	59.904                        	368.000                       
eis_l0_20101212_221035        	EIS                           	2010-12-12 22:10:35           	-9901.180                     	-9961.200                     	59.904                        	368.000                       
eis_l0_20101212_220508        	EIS                           	2010-12-12 22:05:08           	-9901.180                     	-9961.200                     	59.904                        	368.000                       
eis_l0_20101212_215942        	EIS                           	2010-12-12 21:59:42           	-9901.180                     	-9961.200                     	59.904                        	368.000                       
eis_l0_20101212_215415        	EIS                           	2010-12-12 21:54:15           	-9901.180                     	-9961.200                     	59.904                        	368.000                       
eis_l0_20101212_214848        	EIS                           	2010-12-12 21:48:48           	-9901.180                     	-9961.200                     	59.904                        	368.000                       
eis_l0_20101212_214321        	EIS                           	2010-12-12 21:43:21           	-9901.180                     	-9961.200                     	59.904                        	368.000                       
eis_l0_20101212_213754        	EIS                           	2010-12-12 21:37:54           	-9901.180                     	-9961.200                     	59.904                        	368.000                       
eis_l0_20101212_213228        	EIS                           	2010-12-12 21:32:28           	-9901.180                     	-9961.200                     	59.904                        	368.000                       
eis_l0_20101212_212701        	EIS                           	2010-12-12 21:27:01           	-9901.180                     	-9961.200                     	59.904                        	368.000                       
eis_l0_20101212_212134        	EIS                           	2010-12-12 21:21:34           	-9901.180                     	-9961.200                     	59.904                        	368.000                       
eis_l0_20101212_211607        	EIS                           	2010-12-12 21:16:07           	-9901.180                     	-9961.200                     	59.904                        	368.000                       
eis_l0_20101212_211040        	EIS                           	2010-12-12 21:10:40           	-9901.180                     	-9961.200                     	59.904                        	368.000                       
eis_l0_20101212_210514        	EIS                           	2010-12-12 21:05:14           	-9901.180                     	-9961.200                     	59.904                        	368.000                       
eis_l0_20101212_205947        	EIS                           	2010-12-12 20:59:47           	-9901.180                     	-9961.200                     	59.904                        	368.000                       
eis_l0_20101212_205420        	EIS                           	2010-12-12 20:54:20           	-9901.180                     	-9961.200                     	59.904                        	368.000                       
eis_l0_20101212_204853        	EIS                           	2010-12-12 20:48:53           	-9901.180                     	-9961.200                     	59.904                        	368.000                       
eis_l0_20101212_204327        	EIS                           	2010-12-12 20:43:27           	-9901.180                     	-9961.200                     	59.904                        	368.000                       
eis_l0_20101212_203800        	EIS                           	2010-12-12 20:38:00           	-9901.180                     	-9961.200                     	59.904                        	368.000                       
eis_l0_20101212_203233        	EIS                           	2010-12-12 20:32:33           	-9901.180                     	-9961.200                     	59.904                        	368.000                       
eis_l0_20101212_202706        	EIS                           	2010-12-12 20:27:06           	-9901.180                     	-9961.200                     	59.904                        	368.000                       
eis_l0_20101212_202140        	EIS                           	2010-12-12 20:21:40           	-9901.180                     	-9961.200                     	59.904                        	368.000                       
eis_l0_20101212_201613        	EIS                           	2010-12-12 20:16:13           	-9901.180                     	-9961.200                     	59.904                        	368.000                       
eis_l0_20101212_201046        	EIS                           	2010-12-12 20:10:46           	-9901.180                     	-9961.200                     	59.904                        	368.000                       
eis_l0_20101212_181659        	EIS                           	2010-12-12 18:16:59           	-9904.690                     	-9985.200                     	239.616                       	512.000                       
eis_l0_20101212_175633        	EIS                           	2010-12-12 17:56:33           	-19.521                       	-0.268                        	40.000                        	256.000                       
eis_l0_20101212_110240        	EIS                           	2010-12-12 11:02:40           	-10.371                       	-1.350                        	127.795                       	184.000                       
eis_l0_20101211_175421        	EIS                           	2010-12-11 17:54:21           	-0.098                        	-0.500                        	1.000                         	256.000                       
eis_l0_20101211_175240        	EIS                           	2010-12-11 17:52:40           	-19.598                       	-0.500                        	40.000                        	256.000                       
eis_l0_20101211_140353        	EIS                           	2010-12-11 14:03:53           	612.778                       	-377.468                      	479.232                       	488.000                       
eis_l0_20101211_120203        	EIS                           	2010-12-11 12:02:03           	652.348                       	-344.546                      	119.808                       	160.000                       
eis_l0_20101211_095757        	EIS                           	2010-12-11 09:57:57           	602.494                       	-377.468                      	239.616                       	512.000                       
eis_l0_20101211_051154        	EIS                           	2010-12-11 05:11:54           	983.341                       	189.445                       	119.808                       	160.000                       
eis_l0_20101211_050833        	EIS                           	2010-12-11 05:08:33           	935.827                       	169.599                       	479.232                       	488.000                       
eis_l0_20101211_041401        	EIS                           	2010-12-11 04:14:01           	-0.021                        	-0.346                        	1.000                         	256.000                       
eis_l0_20101211_041219        	EIS                           	2010-12-11 04:12:19           	-19.521                       	-0.346                        	40.000                        	256.000                       
eis_l0_20101211_015526        	EIS                           	2010-12-11 01:55:26           	480.265                       	504.931                       	302.515                       	384.000                       
eis_l0_20101211_000728        	EIS                           	2010-12-11 00:07:28           	464.077                       	551.854                       	257.587                       	240.000                       
eis_l0_20101210_225920        	EIS                           	2010-12-10 22:59:20           	456.739                       	551.699                       	257.587                       	240.000                       
eis_l0_20101210_215112        	EIS                           	2010-12-10 21:51:12           	449.400                       	551.699                       	257.587                       	240.000                       
eis_l0_20101210_193805        	EIS                           	2010-12-10 19:38:05           	435.032                       	551.622                       	257.587                       	256.000                       
eis_l0_20101210_190334        	EIS                           	2010-12-10 19:03:34           	421.435                       	504.622                       	479.232                       	488.000                       
eis_l0_20101210_163112        	EIS                           	2010-12-10 16:31:12           	414.330                       	551.545                       	257.587                       	240.000                       
eis_l0_20101210_152304        	EIS                           	2010-12-10 15:23:04           	406.605                       	551.468                       	257.587                       	240.000                       
eis_l0_20101210_141456        	EIS                           	2010-12-10 14:14:56           	398.957                       	551.468                       	257.587                       	240.000                       
eis_l0_20101210_130648        	EIS                           	2010-12-10 13:06:48           	391.310                       	551.390                       	257.587                       	240.000                       
eis_l0_20101210_105340        	EIS                           	2010-12-10 10:53:40           	376.092                       	551.390                       	257.587                       	256.000                       
eis_l0_20101210_061653        	EIS                           	2010-12-10 06:16:53           	-0.098                        	-0.500                        	1.000                         	256.000                       
eis_l0_20101210_061512        	EIS                           	2010-12-10 06:15:12           	-19.675                       	-0.500                        	40.000                        	256.000                       
eis_l0_20101209_175230        	EIS                           	2010-12-09 17:52:30           	274.913                       	709.154                       	1.000                         	512.000                       
eis_l0_20101209_174841        	EIS                           	2010-12-09 17:48:41           	274.449                       	198.232                       	1.000                         	512.000                       
eis_l0_20101209_161737        	EIS                           	2010-12-09 16:17:37           	216.769                       	502.077                       	95.846                        	216.000                       
eis_l0_20101209_161607        	EIS                           	2010-12-09 16:16:07           	216.537                       	502.154                       	95.846                        	216.000                       
eis_l0_20101209_161436        	EIS                           	2010-12-09 16:14:36           	216.305                       	502.154                       	95.846                        	216.000                       
eis_l0_20101209_161306        	EIS                           	2010-12-09 16:13:06           	216.151                       	502.154                       	95.846                        	216.000                       
eis_l0_20101209_161136        	EIS                           	2010-12-09 16:11:36           	215.996                       	502.077                       	95.846                        	216.000                       
eis_l0_20101209_161005        	EIS                           	2010-12-09 16:10:05           	215.764                       	502.232                       	95.846                        	216.000                       
eis_l0_20101209_160835        	EIS                           	2010-12-09 16:08:35           	215.610                       	502.077                       	95.846                        	216.000                       
eis_l0_20101209_160705        	EIS                           	2010-12-09 16:07:05           	215.378                       	502.154                       	95.846                        	216.000                       
eis_l0_20101209_160534        	EIS                           	2010-12-09 16:05:34           	215.301                       	502.154                       	95.846                        	216.000                       
eis_l0_20101209_160404        	EIS                           	2010-12-09 16:04:04           	215.069                       	502.154                       	95.846                        	216.000                       
eis_l0_20101209_160234        	EIS                           	2010-12-09 16:02:34           	214.837                       	502.077                       	95.846                        	216.000                       
eis_l0_20101209_160104        	EIS                           	2010-12-09 16:01:04           	214.760                       	502.077                       	95.846                        	216.000                       
eis_l0_20101209_155933        	EIS                           	2010-12-09 15:59:33           	214.451                       	502.077                       	95.846                        	216.000                       
eis_l0_20101209_155803        	EIS                           	2010-12-09 15:58:03           	214.297                       	502.077                       	95.846                        	216.000                       
eis_l0_20101209_155633        	EIS                           	2010-12-09 15:56:33           	214.142                       	502.232                       	95.846                        	216.000                       
eis_l0_20101209_155503        	EIS                           	2010-12-09 15:55:03           	213.910                       	502.232                       	95.846                        	216.000                       
eis_l0_20101209_155332        	EIS                           	2010-12-09 15:53:32           	213.756                       	502.077                       	95.846                        	216.000                       
eis_l0_20101209_155202        	EIS                           	2010-12-09 15:52:02           	213.602                       	502.154                       	95.846                        	216.000                       
eis_l0_20101209_155032        	EIS                           	2010-12-09 15:50:32           	213.370                       	502.077                       	95.846                        	216.000                       
eis_l0_20101209_154902        	EIS                           	2010-12-09 15:49:02           	213.138                       	502.154                       	95.846                        	216.000                       
eis_l0_20101209_154732        	EIS                           	2010-12-09 15:47:32           	213.061                       	502.077                       	95.846                        	216.000                       
eis_l0_20101209_154601        	EIS                           	2010-12-09 15:46:01           	212.906                       	502.077                       	95.846                        	216.000                       
eis_l0_20101209_154431        	EIS                           	2010-12-09 15:44:31           	212.752                       	502.154                       	95.846                        	216.000                       
eis_l0_20101209_154301        	EIS                           	2010-12-09 15:43:01           	212.443                       	502.077                       	95.846                        	216.000                       
eis_l0_20101209_154131        	EIS                           	2010-12-09 15:41:31           	212.211                       	502.154                       	95.846                        	216.000                       
eis_l0_20101209_154000        	EIS                           	2010-12-09 15:40:00           	212.057                       	502.154                       	95.846                        	216.000                       
